group,title,main link,supplemental link
safe-artificial-intelligence-for-automated-driving,patch-shortcuts-interpretable-proxy-models-efficiently-find-black-box-vulnerabilities,http://openaccess.thecvf.com/content/CVPR2021W/SAIAD/papers/Rosenzweig_Patch_Shortcuts_Interpretable_Proxy_Models_Efficiently_Find_Black-Box_Vulnerabilities_CVPRW_2021_paper.pdf,
safe-artificial-intelligence-for-automated-driving,safeso-interpretable-and-explainable-deep-learning-approach-for-seat-occupancy-classification-in-vehicle-interior,http://openaccess.thecvf.com/content/CVPR2021W/SAIAD/papers/Jaworek-Korjakowska_SafeSO_Interpretable_and_Explainable_Deep_Learning_Approach_for_Seat_Occupancy_CVPRW_2021_paper.pdf,
safe-artificial-intelligence-for-automated-driving,from-evaluation-to-verification-towards-task-oriented-relevance-metrics-for-pedestrian-detection-in-safety-critical-domains,http://openaccess.thecvf.com/content/CVPR2021W/SAIAD/papers/Lyssenko_From_Evaluation_to_Verification_Towards_Task-Oriented_Relevance_Metrics_for_Pedestrian_CVPRW_2021_paper.pdf,
safe-artificial-intelligence-for-automated-driving,adversarial-robust-model-compression-using-in-train-pruning,http://openaccess.thecvf.com/content/CVPR2021W/SAIAD/papers/Vemparala_Adversarial_Robust_Model_Compression_Using_In-Train_Pruning_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/SAIAD/supplemental/Vemparala_Adversarial_Robust_Model_CVPRW_2021_supplemental.pdf
safe-artificial-intelligence-for-automated-driving,sparse-activation-maps-for-interpreting-3d-object-detection,http://openaccess.thecvf.com/content/CVPR2021W/SAIAD/papers/Chen_Sparse_Activation_Maps_for_Interpreting_3D_Object_Detection_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,multi-scale-self-calibrated-network-for-image-light-source-transfer,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Wang_Multi-Scale_Self-Calibrated_Network_for_Image_Light_Source_Transfer_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,physically-inspired-dense-fusion-networks-for-relighting,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yazdani_Physically_Inspired_Dense_Fusion_Networks_for_Relighting_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,noise-conditional-flow-model-for-learning-the-super-resolution-space,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Kim_Noise_Conditional_Flow_Model_for_Learning_the_Super-Resolution_Space_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-on-image-deblurring,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Nah_NTIRE_2021_Challenge_on_Image_Deblurring_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,long-tailed-recognition-of-sar-aerial-view-objects-by-cascading-and-paralleling-experts,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yang_Long-Tailed_Recognition_of_SAR_Aerial_View_Objects_by_Cascading_and_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,kernelnet-a-blind-super-resolution-kernel-estimation-network,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yamac_KernelNet_A_Blind_Super-Resolution_Kernel_Estimation_Network_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Yamac_KernelNet_A_Blind_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,edge-guided-progressively-generative-image-outpainting,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Lin_Edge_Guided_Progressively_Generative_Image_Outpainting_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,robust-image-to-image-color-transfer-using-optimal-inlier-maximization,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Oskarsson_Robust_Image-to-Image_Color_Transfer_Using_Optimal_Inlier_Maximization_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Oskarsson_Robust_Image-to-Image_Color_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,ebsr-feature-enhanced-burst-super-resolution-with-deformable-alignment,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Luo_EBSR_Feature_Enhanced_Burst_Super-Resolution_With_Deformable_Alignment_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,learning-a-cascaded-non-local-residual-network-for-super-resolving-blurry-images,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Bai_Learning_a_Cascaded_Non-Local_Residual_Network_for_Super-Resolving_Blurry_Images_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-learning-the-super-resolution-space-challenge,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Lugmayr_NTIRE_2021_Learning_the_Super-Resolution_Space_Challenge_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,asna-an-attention-based-siamese-difference-neural-network-with-surrogate-ranking-loss-function-for-perceptual-image-quality-assessment,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Ayyoubzadeh_ASNA_An_Attention-Based_Siamese-Difference_Neural_Network_With_Surrogate_Ranking_Loss_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Ayyoubzadeh_ASNA_An_Attention-Based_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,deep-learning-based-distortion-sensitivity-prediction-for-full-reference-image-quality-assessment,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Ahn_Deep_Learning-Based_Distortion_Sensitivity_Prediction_for_Full-Reference_Image_Quality_Assessment_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,beyond-joint-demosaicking-and-denoising-an-image-processing-pipeline-for-a-pixel-bin-image-sensor,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Sharif_Beyond_Joint_Demosaicking_and_Denoising_An_Image_Processing_Pipeline_for_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,srktdn-applying-super-resolution-method-to-dehazing-task,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Chen_SRKTDN_Applying_Super_Resolution_Method_to_Dehazing_Task_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,shadow-removal-with-paired-and-unpaired-learning,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Vasluianu_Shadow_Removal_With_Paired_and_Unpaired_Learning_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Vasluianu_Shadow_Removal_With_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,hdrunet-single-image-hdr-reconstruction-with-denoising-and-dequantization,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Chen_HDRUNet_Single_Image_HDR_Reconstruction_With_Denoising_and_Dequantization_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,s3net-a-single-stream-structure-for-depth-guided-image-relighting,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yang_S3Net_A_Single_Stream_Structure_for_Depth_Guided_Image_Relighting_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,region-adaptive-deformable-network-for-image-quality-assessment,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Shi_Region-Adaptive_Deformable_Network_for_Image_Quality_Assessment_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,single-image-dehazing-using-bounded-channel-difference-prior,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Zhao_Single_Image_Dehazing_Using_Bounded_Channel_Difference_Prior_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,deepobjstyle-deep-object-based-photo-style-transfer,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Mastan_DeepObjStyle_Deep_Object-Based_Photo_Style_Transfer_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Mastan_DeepObjStyle_Deep_Object-Based_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,restoration-of-video-frames-from-a-single-blurred-image-with-motion-understanding,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Argaw_Restoration_of_Video_Frames_From_a_Single_Blurred_Image_With_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,iqma-network-image-quality-multi-scale-assessment-network,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Guo_IQMA_Network_Image_Quality_Multi-Scale_Assessment_Network_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Guo_IQMA_Network_Image_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,ltnet-light-transfer-network-for-depth-guided-image-relighting,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Zhu_LTNet_Light_Transfer_Network_for_Depth_Guided_Image_Relighting_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,pixel-guided-dual-branch-attention-network-for-joint-image-deblurring-and-super-resolution,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Xi_Pixel-Guided_Dual-Branch_Attention_Network_for_Joint_Image_Deblurring_and_Super-Resolution_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,unifying-guided-and-unguided-outdoor-image-synthesis,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Rafique_Unifying_Guided_and_Unguided_Outdoor_Image_Synthesis_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Rafique_Unifying_Guided_and_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,efficient-space-time-video-super-resolution-using-low-resolution-flow-and-mask-upsampling,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Dutta_Efficient_Space-Time_Video_Super_Resolution_Using_Low-Resolution_Flow_and_Mask_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Dutta_Efficient_Space-Time_Video_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,a-two-stage-deep-network-for-high-dynamic-range-image-reconstruction,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Sharif_A_Two-Stage_Deep_Network_for_High_Dynamic_Range_Image_Reconstruction_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,egb-image-quality-assessment-based-on-ensemble-of-gradient-boosting,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Hammou_EGB_Image_Quality_Assessment_Based_on_Ensemble_of_Gradient_Boosting_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,improved-noise2noise-denoising-with-limited-data,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Calvarons_Improved_Noise2Noise_Denoising_With_Limited_Data_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,variational-autoencoder-for-reference-based-image-super-resolution,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Liu_Variational_AutoEncoder_for_Reference_Based_Image_Super-Resolution_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,self-supervised-multi-task-pretraining-improves-image-aesthetic-assessment,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Pfister_Self-Supervised_Multi-Task_Pretraining_Improves_Image_Aesthetic_Assessment_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Pfister_Self-Supervised_Multi-Task_Pretraining_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,overparametrization-of-hypernetworks-at-fixed-flop-count-enables-fast-neural-image-enhancement,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Muller_Overparametrization_of_HyperNetworks_at_Fixed_FLOP-Count_Enables_Fast_Neural_Image_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Muller_Overparametrization_of_HyperNetworks_CVPRW_2021_supplemental.zip
new-trends-in-image-restoration-and-enhancement,edpn-enhanced-deep-pyramid-network-for-blurry-image-restoration,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Xu_EDPN_Enhanced_Deep_Pyramid_Network_for_Blurry_Image_Restoration_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-on-burst-super-resolution-methods-and-results,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Bhat_NTIRE_2021_Challenge_on_Burst_Super-Resolution_Methods_and_Results_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-nonhomogeneous-dehazing-challenge-report,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Ancuti_NTIRE_2021_NonHomogeneous_Dehazing_Challenge_Report_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,guidance-network-with-staged-learning-for-image-enhancement,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Liang_Guidance_Network_With_Staged_Learning_for_Image_Enhancement_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-for-defocus-deblurring-using-dual-pixel-images-methods-and-results,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Abuolaim_NTIRE_2021_Challenge_for_Defocus_Deblurring_Using_Dual-Pixel_Images_Methods_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,toward-interactive-modulation-for-photo-realistic-image-restoration,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Cai_Toward_Interactive_Modulation_for_Photo-Realistic_Image_Restoration_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Cai_Toward_Interactive_Modulation_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,generic-image-restoration-with-flow-based-priors,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Helminger_Generic_Image_Restoration_With_Flow_Based_Priors_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Helminger_Generic_Image_Restoration_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-on-quality-enhancement-of-compressed-video-dataset-and-study,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yang_NTIRE_2021_Challenge_on_Quality_Enhancement_of_Compressed_Video_Dataset_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,adnet-attention-guided-deformable-convolutional-network-for-high-dynamic-range-imaging,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Liu_ADNet_Attention-Guided_Deformable_Convolutional_Network_for_High_Dynamic_Range_Imaging_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,adaptive-spatial-temporal-fusion-of-multi-objective-networks-for-compressed-video-perceptual-enhancement,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Zheng_Adaptive_Spatial-Temporal_Fusion_of_Multi-Objective_Networks_for_Compressed_Video_Perceptual_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,a-two-branch-neural-network-for-non-homogeneous-dehazing-via-ensemble-learning,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yu_A_Two-Branch_Neural_Network_for_Non-Homogeneous_Dehazing_via_Ensemble_Learning_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-depth-guided-image-relighting-challenge,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Helou_NTIRE_2021_Depth_Guided_Image_Relighting_Challenge_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,weighted-multi-kernel-prediction-network-for-burst-image-super-resolution,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Cho_Weighted_Multi-Kernel_Prediction_Network_for_Burst_Image_Super-Resolution_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,cross-modality-knowledge-distillation-for-multi-modal-aerial-view-object-classification,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yang_Cross_Modality_Knowledge_Distillation_for_Multi-Modal_Aerial_View_Object_Classification_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,dual-contrastive-learning-for-unsupervised-image-to-image-translation,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Han_Dual_Contrastive_Learning_for_Unsupervised_Image-to-Image_Translation_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Han_Dual_Contrastive_Learning_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,single-image-hdr-synthesis-using-a-densely-connected-dilated-convnet,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/A._Single_Image_HDR_Synthesis_Using_a_Densely_Connected_Dilated_ConvNet_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,dw-gan-a-discrete-wavelet-transform-gan-for-nonhomogeneous-dehazing,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Fu_DW-GAN_A_Discrete_Wavelet_Transform_GAN_for_NonHomogeneous_Dehazing_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-on-video-super-resolution,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Son_NTIRE_2021_Challenge_on_Video_Super-Resolution_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-on-quality-enhancement-of-compressed-video-methods-and-results,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yang_NTIRE_2021_Challenge_on_Quality_Enhancement_of_Compressed_Video_Methods_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,png-micro-structured-prune-and-grow-networks-for-flexible-image-restoration,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Jiang_PNG_Micro-Structured_Prune-and-Grow_Networks_for_Flexible_Image_Restoration_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,hinet-half-instance-normalization-network-for-image-restoration,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Chen_HINet_Half_Instance_Normalization_Network_for_Image_Restoration_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-multi-modal-aerial-view-object-classification-challenge,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Liu_NTIRE_2021_Multi-Modal_Aerial_View_Object_Classification_Challenge_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,three-gaps-for-quantisation-in-learned-image-compression,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Pan_Three_Gaps_for_Quantisation_in_Learned_Image_Compression_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-on-high-dynamic-range-imaging-dataset-methods-and-results,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Perez-Pellitero_NTIRE_2021_Challenge_on_High_Dynamic_Range_Imaging_Dataset_Methods_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,vspsr-explorable-super-resolution-via-variational-sparse-representation,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Zhou_VSpSR_Explorable_Super-Resolution_via_Variational_Sparse_Representation_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,symmetric-parallax-attention-for-stereo-image-super-resolution,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Wang_Symmetric_Parallax_Attention_for_Stereo_Image_Super-Resolution_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,multi-modal-bifurcated-network-for-depth-guided-image-relighting,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Yang_Multi-Modal_Bifurcated_Network_for_Depth_Guided_Image_Relighting_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,efficient-cnn-architecture-for-multi-modal-aerial-view-object-classification,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Miron_Efficient_CNN_Architecture_for_Multi-Modal_Aerial_View_Object_Classification_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,attention-stay-focus,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Vo_Attention_Stay_Focus_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,multi-scale-selective-residual-learning-for-non-homogeneous-dehazing,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Jo_Multi-Scale_Selective_Residual_Learning_for_Non-Homogeneous_Dehazing_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,ntire-2021-challenge-on-perceptual-image-quality-assessment,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Gu_NTIRE_2021_Challenge_on_Perceptual_Image_Quality_Assessment_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,instagram-filter-removal-on-fashionable-images,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Kinli_Instagram_Filter_Removal_on_Fashionable_Images_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,boosting-the-performance-of-video-compression-artifact-reduction-with-reference-frame-proposals-and-frequency-domain-information,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Xu_Boosting_the_Performance_of_Video_Compression_Artifact_Reduction_With_Reference_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/supplemental/Xu_Boosting_the_Performance_CVPRW_2021_supplemental.pdf
new-trends-in-image-restoration-and-enhancement,single-image-hdr-reconstruction-with-task-specific-network-based-on-channel-adaptive-rdn,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Chen_Single-Image_HDR_Reconstruction_With_Task-Specific_Network_Based_on_Channel_Adaptive_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,srflow-da-super-resolution-using-normalizing-flow-with-deep-convolutional-block,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Jo_SRFlow-DA_Super-Resolution_Using_Normalizing_Flow_With_Deep_Convolutional_Block_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,perceptual-image-quality-assessment-with-transformers,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Cheon_Perceptual_Image_Quality_Assessment_With_Transformers_CVPRW_2021_paper.pdf,
new-trends-in-image-restoration-and-enhancement,wide-receptive-field-and-channel-attention-network-for-jpeg-compressed-image-deblurring,http://openaccess.thecvf.com/content/CVPR2021W/NTIRE/papers/Lee_Wide_Receptive_Field_and_Channel_Attention_Network_for_JPEG_Compressed_CVPRW_2021_paper.pdf,
bridging-the-gap-between-computational-photography-and-visual-recognition,dissecting-the-high-frequency-bias-in-convolutional-neural-networks,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Abello_Dissecting_the_High-Frequency_Bias_in_Convolutional_Neural_Networks_CVPRW_2021_paper.pdf,
bridging-the-gap-between-computational-photography-and-visual-recognition,vrhi-visibility-restoration-for-hazy-images-using-a-haze-density-model,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Ju_VRHI_Visibility_Restoration_for_Hazy_Images_Using_a_Haze_Density_CVPRW_2021_paper.pdf,
bridging-the-gap-between-computational-photography-and-visual-recognition,delta-sampling-r-bert-for-limited-data-and-low-light-action-recognition,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Hira_Delta_Sampling_R-BERT_for_Limited_Data_and_Low-Light_Action_Recognition_CVPRW_2021_paper.pdf,
bridging-the-gap-between-computational-photography-and-visual-recognition,two-stage-network-for-single-image-super-resolution,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Han_Two-Stage_Network_for_Single_Image_Super-Resolution_CVPRW_2021_paper.pdf,
